event_id,slug,match,start_time_utc,team_a,team_b,outcome,market_id,market_question,market_yes_price,market_no_vig_probability,model_probability,calibrated_probability,edge,ev_per_dollar,full_kelly_fraction,deploy_fraction,deploy_amount,max_loss,profit_if_win,best_bid,best_ask,model_pick,market_pick,recommended
351717,fifwc-can-bih-2026-06-12,Canada vs. Bosnia-Herzegovina,2026-06-12T19:00:00Z,Canada,Bosnia and Herzegovina,Canada,1897040,Will Canada win on 2026-06-12?,0.095,0.102703,0.663307,0.343721,0.248721,2.618115,0.27483,0.02,20.0,20.0,190.53,0.09,0.1,Canada,Bosnia and Herzegovina,YES
351717,fifwc-can-bih-2026-06-12,Canada vs. Bosnia-Herzegovina,2026-06-12T19:00:00Z,Canada,Bosnia and Herzegovina,Draw,1897041,Will Canada vs. Bosnia and Herzegovina end in a draw?,0.305,0.32973,0.149377,0.236891,-0.068109,-0.223307,0.0,0,0.0,0.0,0,0.3,0.31,Canada,Bosnia and Herzegovina,PASS
351717,fifwc-can-bih-2026-06-12,Canada vs. Bosnia-Herzegovina,2026-06-12T19:00:00Z,Canada,Bosnia and Herzegovina,Bosnia and Herzegovina,1897042,Will Bosnia and Herzegovina win on 2026-06-12?,0.525,0.567568,0.187316,0.377212,-0.147788,-0.281501,0.0,0,0.0,0.0,0,0.52,0.53,Canada,Bosnia and Herzegovina,PASS
351718,fifwc-usa-par-2026-06-12,United States vs. Paraguay,2026-06-13T01:00:00Z,United States,Paraguay,United States,1897043,Will United States win on 2026-06-12?,0.455,0.457286,0.583639,0.511299,0.056299,0.123735,0.103302,0.02,20.0,20.0,23.96,0.45,0.46,United States,United States,YES
351718,fifwc-usa-par-2026-06-12,United States vs. Paraguay,2026-06-13T01:00:00Z,United States,Paraguay,Draw,1897044,Will United States vs. Paraguay end in a draw?,0.295,0.296482,0.172907,0.241566,-0.053434,-0.181133,0.0,0,0.0,0.0,0,0.29,0.3,United States,United States,PASS
351718,fifwc-usa-par-2026-06-12,United States vs. Paraguay,2026-06-13T01:00:00Z,United States,Paraguay,Paraguay,1897045,Will Paraguay win on 2026-06-12?,0.245,0.246231,0.243453,0.244323,-0.000677,-0.002763,0.0,0,0.0,0.0,0,0.24,0.25,United States,United States,PASS
351719,fifwc-qat-che-2026-06-13,Qatar vs. Switzerland,2026-06-13T19:00:00Z,Qatar,Switzerland,Qatar,1897046,Will Qatar win on 2026-06-13?,0.058,0.058116,0.154304,0.100148,0.042148,0.726687,0.044743,0.011186,11.19,11.19,181.67,0.057,0.059,Switzerland,Switzerland,YES
351719,fifwc-qat-che-2026-06-13,Qatar vs. Switzerland,2026-06-13T19:00:00Z,Qatar,Switzerland,Draw,1897047,Will Qatar vs. Switzerland end in a draw?,0.135,0.135271,0.135381,0.135167,0.000167,0.001236,0.000193,4.8e-05,0.05,0.05,0.31,0.13,0.14,Switzerland,Switzerland,PASS
351719,fifwc-qat-che-2026-06-13,Qatar vs. Switzerland,2026-06-13T19:00:00Z,Qatar,Switzerland,Switzerland,1897048,Will Switzerland win on 2026-06-13?,0.805,0.806613,0.710314,0.763561,-0.041439,-0.051478,0.0,0,0.0,0.0,0,0.8,0.81,Switzerland,Switzerland,PASS
351720,fifwc-bra-mar-2026-06-13,Brazil vs. Morocco,2026-06-13T22:00:00Z,Brazil,Morocco,Brazil,1897049,Will Brazil win on 2026-06-13?,0.585,0.58794,0.665661,0.620301,0.035301,0.060344,0.085064,0.02,20.0,20.0,14.19,0.58,0.59,Brazil,Brazil,YES
351720,fifwc-bra-mar-2026-06-13,Brazil vs. Morocco,2026-06-13T22:00:00Z,Brazil,Morocco,Draw,1897050,Will Brazil vs. Morocco end in a draw?,0.245,0.246231,0.148682,0.202846,-0.042154,-0.172056,0.0,0,0.0,0.0,0,0.24,0.25,Brazil,Brazil,PASS
351720,fifwc-bra-mar-2026-06-13,Brazil vs. Morocco,2026-06-13T22:00:00Z,Brazil,Morocco,Morocco,1897051,Will Morocco win on 2026-06-13?,0.165,0.165829,0.185657,0.174041,0.009041,0.054792,0.010827,0.002707,2.71,2.71,13.7,0.16,0.17,Brazil,Brazil,PASS
351721,fifwc-hai-sco-2026-06-13,Haiti vs. Scotland,2026-06-14T01:00:00Z,Haiti,Scotland,Haiti,1897052,Will Haiti win on 2026-06-13?,0.165,0.164179,0.090088,0.132215,-0.032785,-0.198699,0.0,0,0.0,0.0,0,0.16,0.17,Scotland,Scotland,PASS
351721,fifwc-hai-sco-2026-06-13,Haiti vs. Scotland,2026-06-14T01:00:00Z,Haiti,Scotland,Draw,1897053,Will Haiti vs. Scotland end in a draw?,0.225,0.223881,0.105604,0.172746,-0.052254,-0.232241,0.0,0,0.0,0.0,0,0.22,0.23,Scotland,Scotland,PASS
351721,fifwc-hai-sco-2026-06-13,Haiti vs. Scotland,2026-06-14T01:00:00Z,Haiti,Scotland,Scotland,1897054,Will Scotland win on 2026-06-13?,0.615,0.61194,0.804308,0.697851,0.082851,0.134718,0.215198,0.02,20.0,20.0,12.52,0.61,0.62,Scotland,Scotland,YES
351722,fifwc-aus-tur-2026-06-14,Australia vs. Türkiye,2026-06-14T04:00:00Z,Australia,Turkey,Australia,1897055,Will Australia win on 2026-06-14?,0.185,0.18408,0.324076,0.245867,0.060867,0.329011,0.074683,0.018671,18.67,18.67,82.25,0.18,0.19,Turkey,Turkey,YES
351722,fifwc-aus-tur-2026-06-14,Australia vs. Türkiye,2026-06-14T04:00:00Z,Australia,Turkey,Draw,1897056,Will Australia vs. Türkiye end in a draw?,0.255,0.253731,0.209342,0.235017,-0.019983,-0.078363,0.0,0,0.0,0.0,0,0.25,0.26,Turkey,Turkey,PASS
351722,fifwc-aus-tur-2026-06-14,Australia vs. Türkiye,2026-06-14T04:00:00Z,Australia,Turkey,Turkey,1897057,Will Türkiye win on 2026-06-14?,0.565,0.562189,0.466582,0.521927,-0.043073,-0.076235,0.0,0,0.0,0.0,0,0.56,0.57,Turkey,Turkey,PASS
351723,fifwc-ger-kor-2026-06-14,Germany vs. Curaçao,2026-06-14T17:00:00Z,Germany,Curaçao,Germany,1897058,Will Germany win on 2026-06-14?,0.9415,0.938216,0.87678,0.913175,-0.028325,-0.030085,0.0,0,0.0,0.0,0,0.941,0.942,Germany,Germany,PASS
351723,fifwc-ger-kor-2026-06-14,Germany vs. Curaçao,2026-06-14T17:00:00Z,Germany,Curaçao,Draw,1897059,Will Germany vs. Curaçao end in a draw?,0.039,0.038864,0.1,0.065697,0.026697,0.684534,0.02778,0.006945,6.95,6.95,171.13,0.038,0.04,Germany,Germany,YES
351723,fifwc-ger-kor-2026-06-14,Germany vs. Curaçao,2026-06-14T17:00:00Z,Germany,Curaçao,Curaçao,1897060,Will Curaçao win on 2026-06-14?,0.023,0.02292,0.02322,0.023096,9.6e-05,0.004188,9.9e-05,2.5e-05,0.02,0.02,1.05,0.022,0.024,Germany,Germany,PASS
351724,fifwc-nld-jpn-2026-06-14,Netherlands vs. Japan,2026-06-14T20:00:00Z,Netherlands,Japan,Netherlands,1897061,Will Netherlands win on 2026-06-14?,0.475,0.477387,0.441965,0.460542,-0.014458,-0.030437,0.0,0,0.0,0.0,0,0.47,0.48,Netherlands,Netherlands,PASS
351724,fifwc-nld-jpn-2026-06-14,Netherlands vs. Japan,2026-06-14T20:00:00Z,Netherlands,Japan,Draw,1897062,Will Netherlands vs. Japan end in a draw?,0.265,0.266332,0.217618,0.244263,-0.020737,-0.078252,0.0,0,0.0,0.0,0,0.26,0.27,Netherlands,Netherlands,PASS
351724,fifwc-nld-jpn-2026-06-14,Netherlands vs. Japan,2026-06-14T20:00:00Z,Netherlands,Japan,Japan,1897063,Will Japan win on 2026-06-14?,0.255,0.256281,0.340417,0.292383,0.037383,0.146599,0.050178,0.012545,12.54,12.54,36.65,0.25,0.26,Netherlands,Netherlands,YES
351725,fifwc-civ-ecu-2026-06-14,Côte d'Ivoire vs. Ecuador,2026-06-14T23:00:00Z,Ivory Coast,Ecuador,Ivory Coast,1897064,Will Côte d'Ivoire win on 2026-06-14?,0.265,0.263682,0.16788,0.222495,-0.042505,-0.160396,0.0,0,0.0,0.0,0,0.26,0.27,Ecuador,Ecuador,PASS
351725,fifwc-civ-ecu-2026-06-14,Côte d'Ivoire vs. Ecuador,2026-06-14T23:00:00Z,Ivory Coast,Ecuador,Draw,1897065,Will Côte d'Ivoire vs. Ecuador end in a draw?,0.335,0.333333,0.141188,0.250178,-0.084822,-0.253201,0.0,0,0.0,0.0,0,0.33,0.34,Ecuador,Ecuador,PASS
351725,fifwc-civ-ecu-2026-06-14,Côte d'Ivoire vs. Ecuador,2026-06-14T23:00:00Z,Ivory Coast,Ecuador,Ecuador,1897066,Will Ecuador win on 2026-06-14?,0.405,0.402985,0.690932,0.530139,0.125139,0.308985,0.210318,0.02,20.0,20.0,29.38,0.4,0.41,Ecuador,Ecuador,YES
351726,fifwc-swe-tun-2026-06-14,Sweden vs. Tunisia,2026-06-15T02:00:00Z,Sweden,Tunisia,Sweden,1897067,Will Sweden win on 2026-06-14?,0.515,0.512438,0.555631,0.532782,0.017782,0.034529,0.036664,0.009166,9.17,9.17,8.63,0.51,0.52,Sweden,Sweden,PASS
351726,fifwc-swe-tun-2026-06-14,Sweden vs. Tunisia,2026-06-15T02:00:00Z,Sweden,Tunisia,Draw,1897068,Will Sweden vs. Tunisia end in a draw?,0.275,0.273632,0.181315,0.233998,-0.041002,-0.149097,0.0,0,0.0,0.0,0,0.27,0.28,Sweden,Sweden,PASS
351726,fifwc-swe-tun-2026-06-14,Sweden vs. Tunisia,2026-06-15T02:00:00Z,Sweden,Tunisia,Tunisia,1897069,Will Tunisia win on 2026-06-14?,0.215,0.21393,0.263054,0.236031,0.021031,0.097819,0.026791,0.006698,6.7,6.7,24.45,0.21,0.22,Sweden,Sweden,YES
351727,fifwc-esp-cvi-2026-06-15,Spain vs. Cabo Verde,2026-06-15T16:00:00Z,Spain,Cape Verde,Spain,1897070,Will Spain win on 2026-06-15?,0.905,0.899602,0.892591,0.899569,-0.005431,-0.006001,0.0,0,0.0,0.0,0,0.9,0.91,Spain,Spain,PASS
351727,fifwc-esp-cvi-2026-06-15,Spain vs. Cabo Verde,2026-06-15T16:00:00Z,Spain,Cape Verde,Draw,1897071,Will Spain vs. Cabo Verde end in a draw?,0.0675,0.067097,0.1,0.081724,0.014224,0.210722,0.015253,0.003813,3.81,3.81,52.68,0.066,0.069,Spain,Spain,YES
351727,fifwc-esp-cvi-2026-06-15,Spain vs. Cabo Verde,2026-06-15T16:00:00Z,Spain,Cape Verde,Cape Verde,1897072,Will Cabo Verde win on 2026-06-15?,0.0335,0.0333,0.007409,0.022081,-0.011419,-0.340853,0.0,0,0.0,0.0,0,0.033,0.034,Spain,Spain,PASS
351728,fifwc-bel-egy-2026-06-15,Belgium vs. Egypt,2026-06-15T19:00:00Z,Belgium,Egypt,Belgium,1897073,Will Belgium win on 2026-06-15?,0.605,0.596059,0.706601,0.649466,0.044466,0.073498,0.112572,0.02,20.0,20.0,13.06,0.6,0.61,Belgium,Belgium,YES
351728,fifwc-bel-egy-2026-06-15,Belgium vs. Egypt,2026-06-15T19:00:00Z,Belgium,Egypt,Draw,1897074,Will Belgium vs. Egypt end in a draw?,0.245,0.241379,0.136499,0.197514,-0.047486,-0.19382,0.0,0,0.0,0.0,0,0.24,0.25,Belgium,Belgium,PASS
351728,fifwc-bel-egy-2026-06-15,Belgium vs. Egypt,2026-06-15T19:00:00Z,Belgium,Egypt,Egypt,1897075,Will Egypt win on 2026-06-15?,0.165,0.162562,0.1569,0.161455,-0.003545,-0.021485,0.0,0,0.0,0.0,0,0.16,0.17,Belgium,Belgium,PASS
351729,fifwc-ksa-ury-2026-06-15,Saudi Arabia vs. Uruguay,2026-06-15T22:00:00Z,Saudi Arabia,Uruguay,Saudi Arabia,1897076,Will Saudi Arabia win on 2026-06-15?,0.115,0.115578,0.201547,0.152878,0.037878,0.329372,0.0428,0.0107,10.7,10.7,82.34,0.11,0.12,Uruguay,Uruguay,YES
351729,fifwc-ksa-ury-2026-06-15,Saudi Arabia vs. Uruguay,2026-06-15T22:00:00Z,Saudi Arabia,Uruguay,Draw,1897077,Will Saudi Arabia vs. Uruguay end in a draw?,0.215,0.21608,0.155325,0.188883,-0.026117,-0.121474,0.0,0,0.0,0.0,0,0.21,0.22,Uruguay,Uruguay,PASS
351729,fifwc-ksa-ury-2026-06-15,Saudi Arabia vs. Uruguay,2026-06-15T22:00:00Z,Saudi Arabia,Uruguay,Uruguay,1897078,Will Uruguay win on 2026-06-15?,0.665,0.668342,0.643128,0.655427,-0.009573,-0.014395,0.0,0,0.0,0.0,0,0.66,0.67,Uruguay,Uruguay,PASS
351730,fifwc-irn-nzl-2026-06-15,IR Iran vs. New Zealand,2026-06-16T01:00:00Z,Iran,New Zealand,Iran,1897079,Will IR Iran win on 2026-06-15?,0.525,0.527638,0.578874,0.548578,0.023578,0.04491,0.049638,0.012409,12.41,12.41,11.23,0.52,0.53,Iran,Iran,PASS
351730,fifwc-irn-nzl-2026-06-15,IR Iran vs. New Zealand,2026-06-16T01:00:00Z,Iran,New Zealand,Draw,1897080,Will IR Iran vs. New Zealand end in a draw?,0.275,0.276382,0.174329,0.230941,-0.044059,-0.160214,0.0,0,0.0,0.0,0,0.27,0.28,Iran,Iran,PASS
351730,fifwc-irn-nzl-2026-06-15,IR Iran vs. New Zealand,2026-06-16T01:00:00Z,Iran,New Zealand,New Zealand,1897081,Will New Zealand win on 2026-06-15?,0.195,0.19598,0.246797,0.217669,0.022669,0.116252,0.02816,0.00704,7.04,7.04,29.06,0.19,0.2,Iran,Iran,YES
351731,fifwc-fra-sen-2026-06-16,France vs. Senegal,2026-06-16T19:00:00Z,France,Senegal,France,1897082,Will France win on 2026-06-16?,0.665,0.661692,0.876397,0.757518,0.092518,0.139125,0.276174,0.02,20.0,20.0,10.08,0.66,0.67,France,France,YES
351731,fifwc-fra-sen-2026-06-16,France vs. Senegal,2026-06-16T19:00:00Z,France,Senegal,Draw,1897083,Will France vs. Senegal end in a draw?,0.215,0.21393,0.1,0.16467,-0.05033,-0.234093,0.0,0,0.0,0.0,0,0.21,0.22,France,France,PASS
351731,fifwc-fra-sen-2026-06-16,France vs. Senegal,2026-06-16T19:00:00Z,France,Senegal,Senegal,1897084,Will Senegal win on 2026-06-16?,0.125,0.124378,0.023603,0.080623,-0.044377,-0.355012,0.0,0,0.0,0.0,0,0.12,0.13,France,France,PASS
351732,fifwc-irq-nor-2026-06-16,Iraq vs. Norway,2026-06-16T22:00:00Z,Iraq,Norway,Iraq,1897085,Will Iraq win on 2026-06-16?,0.065,0.064677,0.170962,0.111375,0.046375,0.713458,0.049599,0.0124,12.4,12.4,178.36,0.06,0.07,Norway,Norway,YES
351732,fifwc-irq-nor-2026-06-16,Iraq vs. Norway,2026-06-16T22:00:00Z,Iraq,Norway,Draw,1897086,Will Iraq vs. Norway end in a draw?,0.125,0.124378,0.142495,0.132657,0.007657,0.061253,0.00875,0.002188,2.19,2.19,15.31,0.12,0.13,Norway,Norway,PASS
351732,fifwc-irq-nor-2026-06-16,Iraq vs. Norway,2026-06-16T22:00:00Z,Iraq,Norway,Norway,1897087,Will Norway win on 2026-06-16?,0.815,0.810945,0.686543,0.75878,-0.05622,-0.068981,0.0,0,0.0,0.0,0,0.81,0.82,Norway,Norway,PASS
351733,fifwc-arg-alg-2026-06-16,Argentina vs. Algeria,2026-06-17T01:00:00Z,Argentina,Algeria,Argentina,1897088,Will Argentina win on 2026-06-16?,0.705,0.694581,0.876612,0.780106,0.075106,0.106534,0.254598,0.02,20.0,20.0,8.37,0.7,0.71,Argentina,Argentina,YES
351733,fifwc-arg-alg-2026-06-16,Argentina vs. Algeria,2026-06-17T01:00:00Z,Argentina,Algeria,Draw,1897089,Will Argentina vs. Algeria end in a draw?,0.205,0.20197,0.1,0.159046,-0.045954,-0.224164,0.0,0,0.0,0.0,0,0.2,0.21,Argentina,Argentina,PASS
351733,fifwc-arg-alg-2026-06-16,Argentina vs. Algeria,2026-06-17T01:00:00Z,Argentina,Algeria,Algeria,1897090,Will Algeria win on 2026-06-16?,0.105,0.103448,0.023388,0.069282,-0.035718,-0.340168,0.0,0,0.0,0.0,0,0.1,0.11,Argentina,Argentina,PASS
351734,fifwc-aut-jor-2026-06-17,Austria vs. Jordan,2026-06-17T04:00:00Z,Austria,Jordan,Austria,1897091,Will Austria win on 2026-06-17?,0.735,0.731343,0.744921,0.739342,0.004342,0.005907,0.016385,0.004096,4.1,4.1,1.48,0.73,0.74,Austria,Austria,PASS
351734,fifwc-aut-jor-2026-06-17,Austria vs. Jordan,2026-06-17T04:00:00Z,Austria,Jordan,Draw,1897092,Will Austria vs. Jordan end in a draw?,0.165,0.164179,0.124807,0.147409,-0.017591,-0.10661,0.0,0,0.0,0.0,0,0.16,0.17,Austria,Austria,PASS
351734,fifwc-aut-jor-2026-06-17,Austria vs. Jordan,2026-06-17T04:00:00Z,Austria,Jordan,Jordan,1897093,Will Jordan win on 2026-06-17?,0.105,0.104478,0.130272,0.11606,0.01106,0.105336,0.012358,0.003089,3.09,3.09,26.33,0.1,0.11,Austria,Austria,YES
351735,fifwc-prt-cdr-2026-06-17,Portugal vs. DR Congo,2026-06-17T17:00:00Z,Portugal,Congo DR,Portugal,1897094,Will Portugal win on 2026-06-17?,0.765,0.761194,0.887721,0.818709,0.053709,0.070208,0.228549,0.02,20.0,20.0,6.14,0.76,0.77,Portugal,Portugal,YES
351735,fifwc-prt-cdr-2026-06-17,Portugal vs. DR Congo,2026-06-17T17:00:00Z,Portugal,Congo DR,Draw,1897095,Will Portugal vs. DR Congo end in a draw?,0.165,0.164179,0.1,0.136553,-0.028447,-0.172409,0.0,0,0.0,0.0,0,0.16,0.17,Portugal,Portugal,PASS
351735,fifwc-prt-cdr-2026-06-17,Portugal vs. DR Congo,2026-06-17T17:00:00Z,Portugal,Congo DR,Congo DR,1897096,Will DR Congo win on 2026-06-17?,0.075,0.074627,0.012279,0.04755,-0.02745,-0.365999,0.0,0,0.0,0.0,0,0.07,0.08,Portugal,Portugal,PASS
351736,fifwc-eng-hrv-2026-06-17,England vs. Croatia,2026-06-17T20:00:00Z,England,Croatia,England,1897097,Will England win on 2026-06-17?,0.565,0.562189,0.600432,0.580507,0.015507,0.027446,0.035648,0.008912,8.91,8.91,6.86,0.56,0.57,England,England,PASS
351736,fifwc-eng-hrv-2026-06-17,England vs. Croatia,2026-06-17T20:00:00Z,England,Croatia,Draw,1897098,Will England vs. Croatia end in a draw?,0.255,0.253731,0.167919,0.216889,-0.038111,-0.149456,0.0,0,0.0,0.0,0,0.25,0.26,England,England,PASS
351736,fifwc-eng-hrv-2026-06-17,England vs. Croatia,2026-06-17T20:00:00Z,England,Croatia,Croatia,1897099,Will Croatia win on 2026-06-17?,0.185,0.18408,0.231649,0.205416,0.020416,0.110358,0.025051,0.006263,6.26,6.26,27.59,0.18,0.19,England,England,YES
351737,fifwc-gha-pan-2026-06-17,Ghana vs. Panama,2026-06-17T23:00:00Z,Ghana,Panama,Ghana,1897100,Will Ghana win on 2026-06-17?,0.435,0.437186,0.158131,0.313827,-0.121173,-0.278558,0.0,0,0.0,0.0,0,0.43,0.44,Panama,Ghana,PASS
351737,fifwc-gha-pan-2026-06-17,Ghana vs. Panama,2026-06-17T23:00:00Z,Ghana,Panama,Draw,1897101,Will Ghana vs. Panama end in a draw?,0.285,0.286432,0.137028,0.220239,-0.064761,-0.22723,0.0,0,0.0,0.0,0,0.28,0.29,Panama,Ghana,PASS
351737,fifwc-gha-pan-2026-06-17,Ghana vs. Panama,2026-06-17T23:00:00Z,Ghana,Panama,Panama,1897102,Will Panama win on 2026-06-17?,0.275,0.276382,0.704842,0.463121,0.188121,0.684078,0.259478,0.02,20.0,20.0,52.73,0.27,0.28,Panama,Ghana,YES
351738,fifwc-uzb-col-2026-06-17,Uzbekistan vs. Colombia,2026-06-18T02:00:00Z,Uzbekistan,Colombia,Uzbekistan,1897103,Will Uzbekistan win on 2026-06-17?,0.095,0.094527,0.12235,0.10697,0.01197,0.125996,0.013226,0.003307,3.31,3.31,31.5,0.09,0.1,Colombia,Colombia,YES
351738,fifwc-uzb-col-2026-06-17,Uzbekistan vs. Colombia,2026-06-18T02:00:00Z,Uzbekistan,Colombia,Draw,1897104,Will Uzbekistan vs. Colombia end in a draw?,0.205,0.20398,0.121205,0.168327,-0.036673,-0.178893,0.0,0,0.0,0.0,0,0.2,0.21,Colombia,Colombia,PASS
351738,fifwc-uzb-col-2026-06-17,Uzbekistan vs. Colombia,2026-06-18T02:00:00Z,Uzbekistan,Colombia,Colombia,1897105,Will Colombia win on 2026-06-17?,0.705,0.701493,0.756445,0.727515,0.022515,0.031936,0.076323,0.019081,19.08,19.08,7.98,0.7,0.71,Colombia,Colombia,PASS
351739,fifwc-cze-rsa-2026-06-18,Czechia vs. South Africa,2026-06-18T16:00:00Z,Czech Republic,South Africa,Czech Republic,1897106,Will Czechia win on 2026-06-18?,0.555,0.552239,0.625543,0.585873,0.030873,0.055628,0.069379,0.017345,17.34,17.34,13.91,0.55,0.56,Czech Republic,Czech Republic,YES
351739,fifwc-cze-rsa-2026-06-18,Czechia vs. South Africa,2026-06-18T16:00:00Z,Czech Republic,South Africa,Draw,1897107,Will Czechia vs. South Africa end in a draw?,0.245,0.243781,0.160503,0.20802,-0.03698,-0.150939,0.0,0,0.0,0.0,0,0.24,0.25,Czech Republic,Czech Republic,PASS
351739,fifwc-cze-rsa-2026-06-18,Czechia vs. South Africa,2026-06-18T16:00:00Z,Czech Republic,South Africa,South Africa,1897108,Will South Africa win on 2026-06-18?,0.205,0.20398,0.213953,0.208918,0.003918,0.019114,0.004929,0.001232,1.23,1.23,4.78,0.2,0.21,Czech Republic,Czech Republic,PASS
351740,fifwc-che-bih-2026-06-18,Switzerland vs. Bosnia-Herzegovina,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,Switzerland,1897109,Will Switzerland win on 2026-06-18?,0.605,0.60199,0.774715,0.679276,0.074276,0.122771,0.188041,0.02,20.0,20.0,13.06,0.6,0.61,Switzerland,Switzerland,YES
351740,fifwc-che-bih-2026-06-18,Switzerland vs. Bosnia-Herzegovina,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,Draw,1897110,Will Switzerland vs. Bosnia and Herzegovina end in a draw?,0.235,0.233831,0.115387,0.182651,-0.052349,-0.222762,0.0,0,0.0,0.0,0,0.23,0.24,Switzerland,Switzerland,PASS
351740,fifwc-che-bih-2026-06-18,Switzerland vs. Bosnia-Herzegovina,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,Bosnia and Herzegovina,1897111,Will Bosnia and Herzegovina win on 2026-06-18?,0.165,0.164179,0.109899,0.140885,-0.024115,-0.146153,0.0,0,0.0,0.0,0,0.16,0.17,Switzerland,Switzerland,PASS
351741,fifwc-can-qat-2026-06-18,Canada vs. Qatar,2026-06-18T22:00:00Z,Canada,Qatar,Canada,1897112,Will Canada win on 2026-06-18?,0.745,0.748744,0.575752,0.670928,-0.074072,-0.099425,0.0,0,0.0,0.0,0,0.74,0.75,Canada,Canada,PASS
351741,fifwc-can-qat-2026-06-18,Canada vs. Qatar,2026-06-18T22:00:00Z,Canada,Qatar,Draw,1897113,Will Canada vs. Qatar end in a draw?,0.165,0.165829,0.175262,0.169491,0.004491,0.02722,0.005379,0.001345,1.34,1.34,6.8,0.16,0.17,Canada,Canada,PASS
351741,fifwc-can-qat-2026-06-18,Canada vs. Qatar,2026-06-18T22:00:00Z,Canada,Qatar,Qatar,1897114,Will Qatar win on 2026-06-18?,0.085,0.085427,0.248985,0.156769,0.071769,0.844338,0.078436,0.019609,19.61,19.61,211.08,0.08,0.09,Canada,Canada,YES
351742,fifwc-mex-kr-2026-06-18,Mexico vs. Korea Republic,2026-06-19T01:00:00Z,Mexico,South Korea,Mexico,1897115,Will Mexico win on 2026-06-18?,0.475,0.477387,0.362247,0.425654,-0.049346,-0.103887,0.0,0,0.0,0.0,0,0.47,0.48,South Korea,Mexico,PASS
351742,fifwc-mex-kr-2026-06-18,Mexico vs. Korea Republic,2026-06-19T01:00:00Z,Mexico,South Korea,Draw,1897116,Will Mexico vs. Korea Republic end in a draw?,0.285,0.286432,0.229471,0.260698,-0.024302,-0.085271,0.0,0,0.0,0.0,0,0.28,0.29,South Korea,Mexico,PASS
351742,fifwc-mex-kr-2026-06-18,Mexico vs. Korea Republic,2026-06-19T01:00:00Z,Mexico,South Korea,South Korea,1897117,Will Korea Republic win on 2026-06-18?,0.235,0.236181,0.408281,0.310837,0.075837,0.322711,0.099133,0.02,20.0,20.0,65.11,0.23,0.24,South Korea,Mexico,YES
351743,fifwc-usa-aus-2026-06-19,United States vs. Australia,2026-06-19T19:00:00Z,United States,Australia,United States,1897118,Will United States win on 2026-06-19?,0.565,0.55665,0.404223,0.494636,-0.070364,-0.124539,0.0,0,0.0,0.0,0,0.56,0.57,United States,United States,PASS
351743,fifwc-usa-aus-2026-06-19,United States vs. Australia,2026-06-19T19:00:00Z,United States,Australia,Draw,1897119,Will United States vs. Australia end in a draw?,0.245,0.241379,0.230947,0.23885,-0.00615,-0.025104,0.0,0,0.0,0.0,0,0.24,0.25,United States,United States,PASS
351743,fifwc-usa-aus-2026-06-19,United States vs. Australia,2026-06-19T19:00:00Z,United States,Australia,Australia,1897120,Will Australia win on 2026-06-19?,0.205,0.20197,0.36483,0.27495,0.06995,0.341219,0.087987,0.02,20.0,20.0,77.56,0.2,0.21,United States,United States,YES
351744,fifwc-sco-mar-2026-06-19,Scotland vs. Morocco,2026-06-19T22:00:00Z,Scotland,Morocco,Scotland,1897121,Will Scotland win on 2026-06-19?,0.225,0.223881,0.275689,0.247184,0.022184,0.098595,0.028624,0.007156,7.16,7.16,24.65,0.22,0.23,Morocco,Morocco,YES
351744,fifwc-sco-mar-2026-06-19,Scotland vs. Morocco,2026-06-19T22:00:00Z,Scotland,Morocco,Draw,1897122,Will Scotland vs. Morocco end in a draw?,0.285,0.283582,0.186847,0.242043,-0.042957,-0.150725,0.0,0,0.0,0.0,0,0.28,0.29,Morocco,Morocco,PASS
351744,fifwc-sco-mar-2026-06-19,Scotland vs. Morocco,2026-06-19T22:00:00Z,Scotland,Morocco,Morocco,1897123,Will Morocco win on 2026-06-19?,0.495,0.492537,0.537464,0.513584,0.018584,0.037544,0.036801,0.0092,9.2,9.2,9.39,0.49,0.5,Morocco,Morocco,PASS
351745,fifwc-bra-hai-2026-06-19,Brazil vs. Haiti,2026-06-20T00:30:00Z,Brazil,Haiti,Brazil,1897124,Will Brazil win on 2026-06-19?,0.905,0.904548,0.885806,0.8966,-0.0084,-0.009282,0.0,0,0.0,0.0,0,0.9,0.91,Brazil,Brazil,PASS
351745,fifwc-bra-hai-2026-06-19,Brazil vs. Haiti,2026-06-20T00:30:00Z,Brazil,Haiti,Draw,1897125,Will Brazil vs. Haiti end in a draw?,0.0595,0.05947,0.1,0.077225,0.017725,0.297898,0.018846,0.004712,4.71,4.71,74.47,0.059,0.06,Brazil,Brazil,YES
351745,fifwc-bra-hai-2026-06-19,Brazil vs. Haiti,2026-06-20T00:30:00Z,Brazil,Haiti,Haiti,1897126,Will Haiti win on 2026-06-19?,0.036,0.035982,0.014194,0.026457,-0.009543,-0.265093,0.0,0,0.0,0.0,0,0.033,0.039,Brazil,Brazil,PASS
351746,fifwc-tur-par-2026-06-19,Türkiye vs. Paraguay,2026-06-20T03:00:00Z,Turkey,Paraguay,Turkey,1897127,Will Türkiye win on 2026-06-19?,0.435,0.432836,0.63835,0.523997,0.088997,0.20459,0.157517,0.02,20.0,20.0,25.98,0.43,0.44,Turkey,Turkey,YES
